mwe_template	semantic_tags
New_ADJ Age_NOUN	S9
New_ADJ Caledonian_NOUN	Z2/S2mf
New_PROPN Mills_NOUN	Z2
New_PROPN Plymouth_PROPN	Z2
New_PROPN Scientist_NOUN	Z3c
New_PROPN Street_NOUN	Z2
New_PROPN Street_NOUN Station_NOUN	Z2c
Det_DET Nye_ADJ Testamente_NOUN	S9/Q4.1
New_PROPN Town_NOUN Aston_PROPN	Z2
Nytår_NOUN	T1.3/K1
Nytårsaften_NOUN	T1.3
Nytårsdag_NOUN	T1.3
Newzealænder_NOUN	Z2/S2mf
Ny_ADJ Kaledonien_PROPN	Z2
Newcastle_PROPN Bridgend_PROPN	Z2
Newcastle_PROPN Breweries_NOUN	Z3c
Newport_PROPN Castle_NOUN	Z2
News_PROPN International_ADJ	Z3c
News_NOUN at_ADP Ten_NUM	Z3c
News_NOUN of_ADP the_DET World_NOUN	Z3c
Newton_PROPN House_NOUN	Z2
Newton_PROPN Ferrers_PROPN	Z2
Næste_ADJ generation_NOUN	Z3c
Nat_NOUN sygeplejerske_NOUN	Z3
Natlys_NOUN	Z3c O4.3@
Nine_NUM Inch_NOUN Nails_NOUN	Z3
Ni_NUM nyhederne_NOUN	Z3c
Ingen_DET orkideer_NOUN til_ADP frøken_PROPN Blandish_PROPN	Z3
Nobelprismodtager_NOUN	X9.2+
Nobelprisen_NOUN	X9.2+
Nordisk_ADJ vandkraft_NOUN	Z3c
Nordisk_ADJ skiløb_NOUN	K5.1
Nord_PROPN	Z2
The_DET North_PROPN Face_NOUN	Z3c
Nordafrika_PROPN	Z2
Nordafrikansk_ADJ	Z2/S2mf
Nordamerika_PROPN	Z2
Nordamerikansk_ADJ	Z2/S2mf
North_PROPN British_ADJ Hotel_NOUN	Z3c
North_PROPN British_ADJ Railway_NOUN	Z3c
North_PROPN Circular_ADJ Road_NOUN	Z2
Nordøstskotland_PROPN	Z2
North_PROPN East_PROPN Water_NOUN	Z3c
Nordøen_PROPN	Z2
Nordkoreansk_ADJ	Z2/S2mf
North_PROPN London_PROPN Line_NOUN	Z3
Nordpolen_PROPN	Z2
Nordsøen_PROPN	Z2
Nordsøolie_NOUN	O1.2
North_PROPN Staffs_PROPN Polytechnic_NOUN	Z3c
North_PROPN Tyneside_PROPN College_NOUN	Z3c
Nordvest_PROPN	Z2 M6
North_PROPN West_PROPN Mead_PROPN	Z2
North_PROPN Western_ADJ Polytechnic_NOUN	Z3c
Nordyemenitisk_ADJ	Z2/S2mf
The_DET Northern_ADJ Echo_NOUN	Z3c
Nordirland_PROPN	Z2
Nota_PROPN Bene_PROPN	Z3
ægteskabsmeddelelse_NOUN	S4/Q1.2
Notre_PROPN Dame_PROPN	Z2
Nottingham_PROPN Forest_PROPN	Z3c
Nucella_NOUN	L2
Nøddeknækkersuiten_NOUN	Z3
Oktoberrevolutionen_NOUN	Z3/G1.2/T1.1.1
Odeon_PROPN Cinema_NOUN	Z3c
Offas_PROPN Dige_NOUN	Z2
Office_NOUN of_ADP Fair_ADJ Trading_NOUN	Z3c
Officer_NOUN Cadet_NOUN Training_NOUN Unit_NOUN	G3/S5+c
Official_ADJ Secrets_NOUN Act_NOUN	Z3
Ogmore_PROPN Castle_NOUN	Z2
Ogwen_PROPN Cottage_NOUN	Z2
Oil_NOUN of_ADP Ulay_PROPN	Z3
Old_ADJ Beaupre_PROPN Castle_NOUN	Z2
Old_ADJ House_NOUN Journal_NOUN	Z3c
Gammelt_ADJ hus_NOUN	Z3c
The_DET Old_ADJ Contemptibles_NOUN	Z3
Old_ADJ English_NOUN	Z2/Q3
Old_ADJ Green_NOUN	Z2
Old_ADJ Ma_PROPN Riley_PROPN	Z1f
Old_ADJ Peoples_NOUN Agency_NOUN	Z3c
Old_ADJ Person_NOUN 's_PART Railcard_NOUN	Q1.2/M3
Old_ADJ Rep_NOUN	Z3c
Old_ADJ Street_NOUN	Z2
Det_DET Gamle_ADJ Testamente_NOUN	S9/Q4.1
Old_ADJ Trafford_PROPN	Z2
Oldham_PROPN Athletic_ADJ Fodboldklub_NOUN	Z3c
Oldham_PROPN Fritidscenter_NOUN	Z3c
Oldham_PROPN og_CCONJ Distriktet_NOUN	Z3c
Olivenolie_NOUN	Z1f
Oliver_PROPN Twist_PROPN	Z3
De_DET Olympiske_ADJ Lege_NOUN	Z3
Enlige_ADJ forældreydelse_NOUN	I1.1/G1.1
One_PROPN Stop_PROPN	Z3c
Envej_NOUN	Z3c
Åbent_ADJ College_NOUN	Z3c
Åbent_ADJ Universitet_NOUN	Z3c
Operahus_NOUN	K2/H1c
Operation_NOUN Gatekeeper_PROPN	G1.1/A15+
Operation_NOUN Raleigh_PROPN	Z3c
Opus_NOUN	Z3
Ordnance_PROPN Survey_PROPN	Z3c
Oriental_ADJ Express_NOUN	Z3c
Osh_PROPN Kosh_PROPN	Z3c
Fadervor_PROPN	S9/Q2.2
Vor_DET Frue_NOUN	S9/S2f
Vor_DET Frues_NOUN Skole_NOUN	Z3c
Our_DET Price_NOUN	Z3c
Ydre_ADJ Hebriderne_NOUN	Z2
Ydre_ADJ Hebriderne_NOUN	Z2
Outward_ADV Bound_ADJ Ester_PROPN	Z3c
Outward_ADV Bound_ADJ Ullswater_PROPN	Z3c
The_DET Oval_PROPN	Z2
Ove_PROPN Arup_PROPN	Z3c
Oxford_PROPN Brookes_PROPN University_NOUN	Z3c
Printet_ADJ Kredsløb_NOUN	Y2
Personlig_ADJ Træner_NOUN	K5.1/S2mf
Polyvinylchlorid_NOUN strimmel_NOUN	O2
P_PROPN &O_PROPN	Z3c
P_PROPN &O_PROPN	Z3c
P_PROPN &O_PROPN	Z3c
Paddington_PROPN Bear_NOUN	Z3mn
PageMaker_PROPN	Z3
Pall_PROPN Mall_PROPN	Z3c
Pan_PROPN Am_PROPN	Z3c
Pan_PROPN American_ADJ	Z3c
Papua_PROPN Ny_ADJ Guinean_NOUN	Z2/S2mf
Papua_PROPN Ny_ADJ Guinean_ADJ	Z2
Papua_PROPN Ny_ADJ Guinean_NOUN	Z2/S2mf Z2
Papua_PROPN Ny_PROPN Guinea_PROPN	Z2
Paradise_PROPN Lost_PROPN	Z3
Forældre_NOUN lærer_NOUN forening_NOUN	P1/S5+c
Park_PROPN Avenue_PROPN	Z2
Parkinsons_PROPN sygdom_NOUN	B2-
Parmaskinke_NOUN	F1
Parmesanost_NOUN	F1
Del_NOUN III_NUM	P1
Del_NOUN II_NUM	P1
Del_NOUN I_NUM	P1
Pas_NOUN agentur_NOUN	Z3c
Pay_NOUN As_SCONJ You_PRON Earn_VERB	G1.1/I1 I1.1/I3.1
Peak_PROPN District_PROPN	Z2
Pearl_PROPN Jam_PROPN	Z3c
Pedigree_PROPN Chum_PROPN	Z3
Penguin_PROPN Books_PROPN Ltd_PROPN	Z3
Pinsekirke_NOUN	S9c
Menedsloven_NOUN	Z3
Perseus-projektet_PROPN	Z3/P1
Pesto_PROPN alla_PROPN Genovese_PROPN	F1
Peter_PROPN den_DET Store_ADJ	Z1m
Petty_PROPN Sessions_NOUN	G2.1
Peugeot_PROPN 106_NUM XT_PROPN	Z3fn
Peugeot_PROPN 205_NUM	Z3
Peugeot_PROPN Talbot_PROPN	Z3c
Filharmonisk_ADJ orkester_NOUN	Z3c
Filharmonisk_ADJ koncert_NOUN	K2
Klaversonate_NOUN nr._PROPN 27_NUM	K2
Piccadilly_PROPN Circus_PROPN	Z2
Playa_PROPN de_ADP las_DET Américas_PROPN	Z2
Plymouth_PROPN Rubber_NOUN and_CCONJ Plastics_NOUN	Z3c Z1mf
Plymstock_PROPN Broadway_PROPN	S2/T1.1.1
Points_NOUN of_ADP View_NOUN	Z3c
Pole_NOUN to_ADP Pole_NOUN	F2
Ponders_PROPN End_NOUN	Z3
Porsche_PROPN 911_NUM Turbo_PROPN	Z3c
Port_NOUN	Z3c
Port_NOUN Elizabeth_PROPN	Z3
Port_NOUN Elliot_PROPN Estate_NOUN	Z2
Port_NOUN Said_PROPN	Z3c
Porth_PROPN Meudwy_PROPN	Z3
Porth_PROPN y_DET Swnt_PROPN	Z2
Portslade_PROPN Old_ADJ Village_NOUN	Z2
Portsmouth_PROPN Players_NOUN	Z2
Post-Graduate_ADJ Certificate_NOUN of_ADP Education_NOUN	Z2
Post_NOUN Office_NOUN	Z3c
Post_NOUN Office_NOUN Counters_NOUN	Z2
Post_NOUN Office_NOUN Information_NOUN Technology_NOUN Centre_NOUN	Z3c
kande_NOUN kaffe_NOUN	Z3c
pot_NOUN grind_NOUN	Z2
Potters_PROPN Bar_PROPN	Z3
Magt_NOUN og_CCONJ lidenskab_NOUN	Z3c
Powis_PROPN Castle_PROPN and_CCONJ Garden_PROPN	Z2
For_ADP bronzealderen_NOUN	Z3fn
Premier_PROPN League_PROPN	Z2
Presaddfed_PROPN Burial_PROPN Chamber_PROPN	Z2
Pressenævnet_NOUN	Z2
Pretty_PROPN Woman_PROPN	Z2
Price_PROPN Waterhouse_PROPN	Z2
Premierminister_NOUN	Z2
Prins_NOUN af_ADP	Z2
Prince_PROPN 's_PART Business_NOUN Trust_NOUN	Z3c
Prince_PROPN 's_PART Trust_NOUN	P1
Prince_PROPN 's_PART Hospital_NOUN	Z3c
Prins_NOUN	Z3
Prince_PROPN Charles_PROPN Trust_NOUN	Z3c
Princes_PROPN Scottish_ADJ Youth_NOUN Business_NOUN Trust_NOUN	F2
Princes_PROPN Trust_NOUN	F2/O4.5
Prinsens_PROPN Ungdomsforretningstillid_NOUN	Z2
Prinsens_PROPN Ungdomstillid_NOUN	Z3
Prinsesse_NOUN af_ADP [Navn_PROPN]	Z2
Prinsesse_PROPN [Navn_PROPN]	K5.1/S5+
Fange_NOUN Celle_NOUN Blok_NOUN H_PROPN	Z2
Privy_PROPN Council_NOUN	Z3c
Pro_ADJ Printer_NOUN	Z3
Procter_PROPN &_* Gamble_PROPN	Z3c
Proctor_PROPN and_CCONJ Gamble_PROPN	G1.1/S2mf
Projekt_NOUN 2000_NUM	Z1m
Pronto_PROPN Pizza_PROPN	Z3c
Pronto_PROPN Pizza_PROPN	Z3c
Prospect_PROPN Place_PROPN	Z3c
Prospect_NOUN of_ADP Whitby_PROPN	Z1m Z3fn
Prospect_NOUN of_ADP Witney_PROPN	Z3c
Psychic_ADJ News_NOUN	Z3c
Public_ADJ Eye_NOUN	Z3c
Puerto_PROPN de_X la_X Cruz_PROPN	Z3c
Puerto_NOUN Rico_PROPN	Z3c
Puerto_PROPN Rican_ADJ	Z1f
Dukke_NOUN på_ADP en_DET snor_NOUN	Z3c
Dronningens_NOUN engelsk_ADJ	Z3
Dronningens_NOUN hospital_NOUN	Z3c
Dronningens_NOUN gade_NOUN station_NOUN	Z3
Dronningens_PROPN pris_NOUN	Z3c
Dronningens_PROPN pris_NOUN til_ADP industrien_NOUN	Z3c
Dronningens_PROPN rådgiver_NOUN	Z2
Dronningens_PROPN guide_NOUN	Z3
Dronningens_PROPN regiment_NOUN	Z3
Dronningens_PROPN spejder_NOUN	Z3c
Dronningens_PROPN tale_NOUN	Z3c
Dronningens_PROPN hospital_NOUN	Z2
Dronning_PROPN Alexandras_PROPN kongelige_ADJ hær_NOUN sygeplejekorps_NOUN	Z3
Dronningemoder_NOUN	Z3c
Dronningens_PROPN Vagt_NOUN	G2.1/S2mfc
RAF_PROPN	K1/S2.2m
RAF_PROPN	G1.1/Q2.2
RAF_PROPN base_NOUN	Z1f Z3fn
RAF_PROPN kadet_NOUN	Z3c
RAF_PROPN lejr_NOUN	Z1f Z3fn
RAF_PROPN station_NOUN	Z3c
Rabbiner_PROPN	Z3c
Rabbiner_PROPN	Z3c
Race_NOUN Ligheds_NOUN Råd_NOUN	Z1f
Race_NOUN Retfærdigheds_NOUN Råd_NOUN	Z3c
Radio_NOUN [nummer]_NUM	Z3c
Radio_NOUN Leicester_PROPN	Z2
Radio_NOUN Times_PROPN	Z2
Radio_NOUN [adjektiv/interjektion]_ADJ [nummer]_NUM	Z3c
Radio_NOUN [adjektiv/interjektion]_ADJ [egennavn]_PROPN	Z3c
Radio_NOUN [adjektiv/interjektion]_ADJ Ayre_NOUN	Z3c
Radio_NOUN [adjektiv/interjektion]_ADJ Leeds_PROPN	Z3
Radipole_PROPN Naturreservat_NOUN	Z3
Raglan_PROPN Slot_NOUN	Z3c
Ragu_NOUN Bolognese_NOUN	Z3c
Rainbow_NOUN Leder_NOUN	G3/M7c
Regnfuld_ADJ Til_ADP Til_ADP	G3/S2mf
Vandrere_NOUN Forening_NOUN	G3/M7c
Rambol_PROPN med_ADP Valnødder_NOUN	G3/M7c
Rank_NOUN Xerox_PROPN	Z1mf
Rankhill_PROPN Kontrol_NOUN	Z1mf
Englændernes_NOUN Glæde_NOUN	Z3c
Rayner_PROPN Sikkerhed_NOUN	Z3c
Reader_PROPN 's_PART Digest_NOUN	Z3c
Reader_PROPN 's_PART Digest_NOUN	Z3c
Røde_ADJ Hær_NOUN	Z3c
Røde_ADJ Kors_NOUN	Z3c
Røde_ADJ Kors_NOUN	Z3c
Rød_ADJ Stjerne_NOUN	Z2
Red_ADJ Arrows_NOUN	F1
Red_ADJ Hot_ADJ Chili_NOUN Peppers_NOUN	T3-/S2.1f
Red_ADJ Hot_ADJ Chili_NOUN Peppers_NOUN	Z3fn
Rød_ADJ Indianer_NOUN	Z3c
Red_ADJ Nose_NOUN Day_NOUN	Z3c
Regency_PROPN Restaurant_NOUN	Z3c
Regent_PROPN Street_NOUN Polytechnic_NOUN	G3/Z3
Regimental_ADJ Post_NOUN NCO_NOUN	Z3c
Regimental_ADJ Sergeant_NOUN Major_NOUN	Z3c
Regional_ADJ Crime_NOUN Squad_NOUN	Z3
Registrar_NOUN General_NOUN	Z3c
Registration_NOUN Officer_NOUN	Z3c
Resten_NOUN af_ADP dagen_NOUN	Z3
Mindedag_NOUN	Z3
Renault_PROPN 25_NUM	Z3c
Renault_PROPN 5_NUM	Z2/S2mf
Renault_PROPN 5_NUM Campus_NOUN	Z3c
Renegade_NOUN Industries_NOUN	Z3
Rental_NOUN Research_NOUN	Z3c
Republikken_NOUN [Land]_PROPN	Z3c
Republikken_NOUN Korea_PROPN	Z1c Z3c
Republikken_NOUN Moldova_PROPN	Z1c Z3c
Republikken_NOUN Palau_PROPN	Z3c
Beboerforening_NOUN	Z3c
Det_DET genoprettede_ADJ evangelium_NOUN	Z3c
Reverend_PROPN Doctor_PROPN	G3/S2mf
Rhosili_PROPN og_CCONJ South_PROPN Gower_PROPN Coast_NOUN	G3/S2mf
Rhuddlan_PROPN Castle_NOUN	G2.1/S5+c
Ribble_PROPN Valley_PROPN	G1.1/S2mf
Richard_PROPN III_PROPN	Z3
Richard_PROPN II_PROPN	T1.3/X2.2+/S7.2+
Rising_ADJ Sun_NOUN	Z3
River_NOUN House_NOUN	Z3fn
Flod_NOUN [Egennavn_PROPN]	Z3c
Flod_NOUN af_ADP Blod_NOUN	Z3c
Vejtrafik_NOUN lov_NOUN	Z2c
Vejtransportindustriens_NOUN Uddannelsesråd_NOUN	Z2
Robin_PROPN Hood_PROPN	Z2
Rock_NOUN around_ADP the_DET Clock_NOUN	Z2
Rocky_PROPN Horror_NOUN Picture_NOUN Show_NOUN	S9/S2mf
Roger_PROPN Bigod_PROPN	Z2
The_DET Rolling_ADJ Stones_NOUN	Z2
Rolls_PROPN Royce_PROPN	Z2
Romersk_ADJ katolsk_ADJ	Z1m
Romersk_ADJ katolsk_ADJ	Z3
Rotary_PROPN International_ADJ	Z2
Rough_ADJ Guides_NOUN	Z2
Det_DET Runde_ADJ Bord_NOUN	Z3
Jorden_NOUN rundt_ADV på_ADP 80_NUM dage_NOUN	Z3c
Rover_PROPN Group_NOUN Limited_ADJ	Z1m
The_DET Royal_ADJ Ballet_NOUN	Z3
Royal_ADJ College_NOUN of_ADP Physicians_NOUN	Z3c
Royal_ADJ Navy_NOUN	Z3c
Kongelig_ADJ *_* Korps_NOUN	Z3fnc
Kongeligt_ADJ *_* Hospital_NOUN	Z2
Kongeligt_ADJ *_* Sygehus_NOUN	S9/S2mf
Kongelig_ADJ Akademi_NOUN	S9
Royal_ADJ Air_NOUN Force_NOUN	Z3
Royal_ADJ Albert_PROPN	Z3c
Royal_ADJ Albert_PROPN Hall_NOUN	Z2
Royal_ADJ Angus_PROPN	Z3
Kongelig_ADJ Hær_NOUN *_* Korps_NOUN	Z3c
Kongelig_ADJ Hær_NOUN *_* Korps_NOUN	Z3c
Royal_ADJ Artillery_NOUN	Z3c
Royal_ADJ Ascot_PROPN	Z3c
Kongelig_ADJ Bank_NOUN	Z3c
Royal_ADJ Bank_NOUN of_ADP Scotland_PROPN	Z3c
Royal_ADJ British_ADJ Legion_NOUN	Z3c
Royal_ADJ British_ADJ Legion_NOUN Poppy_NOUN Appeal_NOUN	Z2
Royal_ADJ Collection_NOUN	Z3c
Royal_ADJ College_NOUN of_ADP Defence_NOUN Studies_NOUN	Z3c
Royal_ADJ College_NOUN of_ADP Surgeons_NOUN	Z3c
Kongeligt_ADJ korps_NOUN af_ADP *_NOUN	Z3c
Kongelige_ADJ ingeniører_NOUN	Z3c
Royal_ADJ Exchange_NOUN	Z3c
Royal_ADJ Eye_NOUN Infirmary_NOUN	Z3c
Royal_ADJ Festival_NOUN Hall_NOUN	Z2
Royal_ADJ Free_ADJ Hospital_NOUN	Z3c
Kongelige_ADJ haver_NOUN	Z3c
Royal_ADJ Grammar_NOUN School_NOUN	Z3c
Royal_ADJ Horse_NOUN Guards_NOUN	Z3c
Royal_ADJ Infirmary_NOUN	Z3
Royal_ADJ Institute_NOUN of_ADP Chartered_ADJ Surveyors_NOUN	Z3c
Royal_ADJ Irish_ADJ Regiment_NOUN	Z3c
Royal_ADJ Mail_NOUN	Z3c
Royal_ADJ Marines_NOUN	Z3
Royal_ADJ Maternity_NOUN Hospital_NOUN	Z3
Royal_ADJ Mechanical_ADJ Engineers_NOUN	Z3c
Royal_ADJ Medical_ADJ Research_NOUN	Z3c
Royal_ADJ Mews_NOUN	Z3c
Royal_ADJ Military_ADJ Police_NOUN	Z3c
Royal_ADJ Naval_ADJ	Z3c
Rubiks_PROPN terning_NOUN	Z3c
Rugby_NOUN league_NOUN	Z3c
Rugby_NOUN union_NOUN	Z2
Rum_NOUN babas_NOUN	G3/M4
Rom_NOUN spiritus_NOUN	Z3c
Russell_PROPN &_CCONJ Bromley_PROPN	Z3c
Russell_PROPN &_CCONJ Bromley_PROPN	Z3c
Russisk_ADJ domstol_NOUN	Z3c
Russisk_ADJ have_NOUN	Z3c
Russiske_ADJ stepper_NOUN	Z3c
Russiske_ADJ Føderation_NOUN	Z3c
SA_PROPN 20_NUM	Z3c
SA_PROPN 40_NUM	Z3c
SRI_PROPN Seksten_NUM Tusind_NOUN	Z3c
SS_PROPN [Navn]_PROPN	Z3c
S_SYM og_CCONJ S_SYM	K5.2
Saab_PROPN Ni_NUM Tusind_NUM	Z2
Sachet_NOUN og_CCONJ Sachet_NOUN	K5.1 Z3c
Sacre_PROPN Coeur_NOUN	K5.1 Z3c
Saddleworth_PROPN Seals_NOUN	Z2
Sahara_PROPN Club_NOUN	Z3c
Sahariske_ADJ Arabiske_ADJ Demokratiske_ADJ Republik_NOUN	Z3c
Sainsbury_PROPN 's_PART Sunflower_NOUN Spread_NOUN	Z2
Saint_NOUN [Navn]_PROPN	Z3c
Saint_NOUN [Navn]_PROPN 's_PART	Z3c
Saint_PROPN Lucia_PROPN	Z2
Saint_PROPN Vincent_PROPN og_CCONJ Grenadinerne_PROPN	Z3
Frelsens_PROPN Hær_NOUN	I2.1/G3
San_PROPN Francisco_PROPN Bay_NOUN	Z3c
San_PROPN *_PROPN	Z2
San_PROPN Diego_PROPN	Z3
San_PROPN Francisco_PROPN	Z3c
San_PROPN Marino_PROPN	Z3
San_PROPN Paulo_PROPN	Z2 Z3c Z1mf
Santa_PROPN Cruz_PROPN de_X la_X Sierra_PROPN	Z2 Z3c
Sao_PROPN Tome_PROPN og_CCONJ Principe_PROPN	Z2/S2mf
Sara_PROPN Lee_PROPN	Z2/S2mf
Saudi_PROPN Arabien_PROPN	Z2
Saudi_ADJ arabisk_ADJ	Z2/S2mf
Scandinavian_ADJ Airlines_NOUN	Z2/S2mf
Scapa_PROPN Flow_PROPN	Z2
Sacré_PROPN Cœur_PROPN	Z3c
Scarsdale_PROPN diæten_NOUN	Z3c
Tidsplan_NOUN	Z2
Tidsplan_NOUN	Z2
Schengen_PROPN konventionen_NOUN	Z2 Z3c
Schindlers_PROPN Liste_NOUN	Z2 Z3c
Schindlers_PROPN Liste_NOUN	Z2 Z3c
Schindlers_PROPN Liste_NOUN	Z2/S2mf
Skole_NOUN for_ADP engelsk_ADJ sprog_NOUN	Z2
Skole_NOUN for_ADP	Z2 Z3c
Schumanns_PROPN Carnaval_PROPN	Z2
Science_NOUN and_CCONJ Engineering_NOUN Research_NOUN Council_NOUN	Z2
Scotland_PROPN Yard_PROPN	Z3c
The_DET Scots_ADJ Grays_NOUN	Z2
Scott_PROPN undersøgelsen_NOUN	Z2/S2mf
Det_DET Skotske_ADJ Landbrugskollegium_NOUN	Z3c
skotsk_ADJ nationalist_NOUN	Z2
Det_DET Skotske_ADJ Kontor_NOUN	Z3c
Den_DET Skotske_ADJ Premier_ADJ League_NOUN	Z3
Scottish_PROPN Provident_PROPN	G1.1/I1
Scottish_PROPN Widows_PROPN	G1.1/I1
skotsk_ADJ folkedansegruppe_NOUN	Z3/G2.1
havfiskeklub_NOUN	Z3
havgrøn_ADJ	Z3
Sea_PROPN King_PROPN	Z3c
The_DET Sealed_ADJ Knot_NOUN	Z3c
sekondløjtnant_NOUN	K2
Den_DET Hemmelige_ADJ Have_NOUN	Z3c
Udenrigsministeren_NOUN	K5.1
søgende_NOUN og_CCONJ unge_ADJ apostle_NOUN	Z2 Z3c
Segontium_PROPN romersk_ADJ fort_NOUN	Z3
Selby_PROPN Bridge_PROPN Grammar_PROPN School_PROPN	Z3c
Selly_PROPN Oak_PROPN Hospital_PROPN	Z3c
Senior_ADJ House_NOUN Officer_NOUN	Z3c
Senior_ADJ Registrar_NOUN	Z3c
Sesame_PROPN Street_NOUN	Z3c
Syv_NUM Toppe_NOUN	Z2
Sex_NOUN Pistols_NOUN	Z3c
Shangri_PROPN La_PROPN	Z2
She_PRON Stoops_VERB to_PART Conquer_VERB	G3/S2mf
Sheffield_PROPN Hallam_PROPN University_NOUN	Z3
Sheffield_PROPN Steelers_NOUN	Z2
Sheffield_PROPN Wednesday_PROPN	Z3c
Sheffield_PROPN Wednesday_PROPN Football_NOUN Club_NOUN	Z3c
Sherwoodskoven_PROPN	B3/S2mf
shiitisk_ADJ muslim_NOUN	Z3c
Shipmates_NOUN Association_NOUN	Z3c
Shoe_NOUN Express_NOUN	Z2
Sierra_PROPN Leone_PROPN	Z3c
sierraleoner_NOUN	Z3
Sight_NOUN and_CONJ Sound_NOUN	Z3c
Silicone_PROPN Valley_PROPN	Z3
Silk_NOUN Cut_NOUN	Z3
Silkevejen_PROPN	Z3
Silver_PROPN Sands_NOUN	Z3c
Simply_ADV Red_ADJ	Z3c
enlig_ADJ forældreydelse_NOUN	Z2
Sinn_PROPN Fein_PROPN	S9/S2mf
Sir_PROPN [Navn_PROPN]	Z3c
Sir_PROPN [Fornavn_PROPN] [Efternavn_PROPN]	Z3c
Sir_PROPN [Fornavn_PROPN] [Mellemnavn_PROPN] [Efternavn_PROPN]	Z3c
Sister_PROPN Act_PROPN II_NUM	Z2/S2mf Z2
Søster_PROPN [Navn_PROPN]	Z3
Seks_NUM O'Clock_ADV Live_ADJ	Z2
Himmel_NOUN Skyer_NOUN	Z3c
Sky_PROPN Sports_NOUN	Z2
Sky_PROPN TV_NOUN	Z3
Sky_PROPN Premier_PROPN League_NOUN	Z2
Skifermuseum_NOUN	Z2
Slovakiet_PROPN	Z3c
Småkravsdomstol_NOUN	Z3c
Smith_PROPN og_CCONJ Nephew_NOUN	Z2
Snoop_PROPN Doggy_PROPN Dog_PROPN	Z1m
Så_ADV og_CONJ Så_ADV	Z1m
Fodbold_NOUN Specials_NOUN	Z3
Social_ADJ Sikkerhed_NOUN	Z1f
Sociale_ADJ Tjenester_NOUN	Z3c
Social_ADJ Fond_NOUN	Z2
Socialistisk_ADJ Arbejder_NOUN	Z3c
Socialistisk_ADJ Arbejderparti_NOUN	Z3
Solihull_PROPN Drenge_NOUN	Z3c
Salomonøerne_PROPN Indbygger_NOUN	Z3
Salomonøerne_PROPN	Z2
Sonic_PROPN Pindsvinet_NOUN	Z2
Syd_PROPN	G2.1c
Sydafrika_PROPN	Z3c
Sydafrikaner_NOUN	Z3
Sydafrikansk_ADJ	Z3c
Sydamerika_PROPN	Z3c
Sydamerikaner_NOUN	Z3
Sydamerikansk_ADJ Missionsselskab_NOUN	Z3c
Sydasien_PROPN	Z1mf
Sydasiatisk_ADJ	Z3
South_PROPN Bank_PROPN	I1.1/G1.1
Sydøst_ADJ	Z3
Sydøstasien_PROPN	G1.2/S2mf Z3c
Sydøstasiatisk_ADJ	Z3c
Sydøstskotland_PROPN	Z3c
Sydøen_PROPN	Z2
Sydkoreansk_ADJ	Z3mn
Sydpolen_PROPN	Z2
Sydtyrolsk_ADJ	Z2/S2mf
Sydvest_ADJ	Z2/S2mf
Sydyemenitisk_ADJ	Z2
Southbank_PROPN Kunstværker_NOUN	Z3c
Southern_PROPN Comfort_NOUN	Z2 M6
Sydrhodesia_PROPN	Z2
Det_DET sydlige_ADJ Afrika_PROPN	Z2/S2mf
Sydafrikansk_ADJ	Z2
Sydslaver_NOUN	Z3c
Southgate_PROPN Hockey_NOUN Club_NOUN	Z2
Southampton_PROPN klassen_NOUN	Z2/S2mf
Southwood_PROPN Estate_NOUN	Z2/S2mf
Sovjetunionen_PROPN	Z2
Sovjetunionen_PROPN	Z2/S2mf
Sovjetblokken_NOUN	Z3c
Spaghetti_NOUN Bolognese_NOUN	Z3c
Spalding_PROPN Flower_NOUN Festival_NOUN	Z2 M6
Den_DET Spanske_ADJ Trappe_NOUN	Z3c
Spar_PROPN butik_NOUN	Z3c
Spastics_PROPN Society_NOUN	Z3c
Spear_PROPN and_CCONJ Jackson_PROPN	Z2/S2mf
Spec_NOUN Savers_NOUN	Z3c
Speedway_NOUN Bowl_NOUN	Z3
Krydderiø_NOUN	Z2
Spina_NOUN Bifida_NOUN	Z2
Echidna_NOUN	Z2/S2mf
Idrætsråd_NOUN	Z3c
Forårseng_NOUN	Z2
Sri_PROPN Lankansk_ADJ	Z2
Sri_PROPN Lankansk_ADJ	Z2c
Sri_PROPN Lanka_PROPN	Z2c
Sri_PROPN Lankansk_ADJ	F1
St._PROPN	Z3
St._PROPN Davids_PROPN	Z2
St._PROPN Fagans_PROPN	Z3c
St._PROPN Fagans_PROPN National_PROPN Museum_PROPN of_ADP History_NOUN	Z3c
St._NOUN 's_PART Hospital_NOUN	Z3c
St._NOUN 's_PART School_NOUN	Z3c
St._NOUN Peters_PROPN in_ADP the_DET Fields_NOUN	Z3
St._PROPN 's_PART	Z2
St._PROPN 's_PART Day_NOUN	B2-
Sankt_PROPN *'s_PART Park_NOUN	L2
Sankt_PROPN Albans_PROPN	Z3c
Sankt_PROPN Andrews_PROPN Universitet_NOUN	Z3c
Sankt_PROPN Cybi_PROPN 's_PART Kilde_NOUN	K1/T1.3
Sankt_PROPN David_PROPN 's_PART Besøgscenter_NOUN og_CONJ Butik_NOUN	Z2
Sankt_PROPN Davids_PROPN Biskops_NOUN Palads_NOUN	Z2/S2mf Z2
Sankt_PROPN Dogmaels_PROPN Kloster_NOUN og_CONJ Vognhus_NOUN	Z2
Sankt_PROPN Fagans_PROPN	Z2
Sankt_PROPN Fagans_PROPN Nationalmuseum_NOUN for_ADP Historie_NOUN	Z2/S2mf
